,Marque,Référence annonce,Nom,Modèle,Prix,Année,Contrôle technique,Énergie,Boîte de vitesse,Couleur extérieure,Couleur intérieure,Nombre de portes,Nombre de places,Première main (déclaratif),Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Norme Euro,Éligible prime à la conversion,Kilométrage compteur km,Garantie,Nombre de propriétaires,Garantie constructeur,Vérifié & Garanti,Provenance
4,Mercedes,E105961090,MERCEDES GLC COUPE 250 D SPORTLINE 4MATIC,GLC COUPE,39890,2016,non requis,Diesel,automatique,gris,noir,5,5,non,11 CV,204 ch,2,143 g/kmD,EURO6,Non,86892,,,,,
5,Mercedes,W101709715,MERCEDES CLA 200 FASCINATION,CLA,19680,2013,requis,Essence,mécanique,noir metal,cuir noir,4,5,oui,8 CV,156 ch,1,133 g/kmC,EURO6,Non,85640,6 mois,,,,
6,Mercedes,E106269494,MERCEDES CLA (2) 200 D FASCINATION 7G-DCT,CLA,23980,2016,non requis,Diesel,automatique,noir,noir,4,5,non,7 CV,136 ch,2,141 g/kmD,EURO6,Non,74583,,,,,
7,Mercedes,W101702907,MERCEDES CLASSE A III 200 CDI 2.1 SENSATION,CLASSE A 3,16290,2015,non requis,Diesel,mécanique,gris metal,cuir noir,5,5,oui,7 CV,136 ch,2,114 g/kmB,EURO6,Non,103920,12 mois,,,,
8,Mercedes,E106291468,MERCEDES GLC 250 D FASCINATION 4MATIC 9G-TRONIC,GLC,32990,2017,non requis,Diesel,automatique,marron,,5,5,non,11 CV,204 ch,2,129 g/kmC,EURO6,Non,79900,,,,,
9,Mercedes,E105377340,MERCEDES GLC 250 D SPORTLINE 4MATIC,GLC,36890,2017,non requis,Diesel,automatique,noir,noir,5,5,non,11 CV,204 ch,2,129 g/kmC,EURO6,Non,91460,,,,,
10,Mercedes,W101711446,MERCEDES GLC 250 D EXECUTIVE 4MATIC,GLC,24900,2016,non requis,Diesel,automatique,gris clair metal,cuir noir,5,5,non,11 CV,204 ch,2,129 g/kmC,EURO6,Non,175000,6 mois,2,,,
11,Mercedes,W101705393,MERCEDES GLC COUPE 350E FASCINATION 4MATIC,GLC COUPE,44990,2017,non requis,Hybride essence électrique,automatique,gris foncé metal,cuir rouge,5,5,non,10 CV,211 ch,1,64 g/kmA,EURO6,Non,55000,24 mois,2,,,
12,Mercedes,W101717614,MERCEDES CLASSE M III 350 BLUETEC 4MATIC SPORT 7G-TRONIC,CLASSE M 3,27990,2013,requis,Diesel,automatique,or metal,cuir marron,5,5,non,16 CV,258 ch,2,187 g/kmE,EURO6,Non,73579,3 mois,,,,
13,Mercedes,E106236849,MERCEDES CLASSE A IV 180 D STYLE LINE 7G-DCT,CLASSE A 4,24980,2018,non requis,Diesel,automatique,noir,noir,5,5,non,6 CV,116 ch,2,107 g/kmB,EURO6,Non,19860,,,en cours,,
14,Mercedes,E106306023,MERCEDES CLASSE S VI (2) 500 BLUEEFFICIENCY L 4MATIC BA7 7G-TRONIC,CLASSE S 6,16990,2011,requis,Essence,automatique,noir,,4,5,non,33 CV,435 ch,1,230 g/kmF,EURO5,Non,237900,,,,,
15,Mercedes,E106283933,MERCEDES CLASSE C III 220 CDI CLASSIC,CLASSE C 3,7990,2009,requis,Diesel,mécanique,gris,,4,5,non,10 CV,170 ch,3,160 g/kmD,EURO4,Non,178900,,,,,
16,Mercedes,E106278664,MERCEDES CLASSE E 220 AMG + LED,CLASSE E 3 BREAK,19990,2014,requis,Diesel,automatique,blanc,noir,5,,non,9 CV,0 ch,,127 g/kmC,,Non,149500,,,,,
1,Mercedes,W101711372,MERCEDES SLS COUPE V8 6.3 AMG SPEEDSHIFT DCT,SLS AMG,179000,2010,requis,Essence,automatique,gris clair metal,cuir noir,2,2,non,50 CV,571 ch,1,308 g/kmG,EURO5,Non,48500,,,,,
2,Mercedes,W101689772,MERCEDES CLASSE C IV SW 220 BLUETEC EXECUTIVE 7G-TRONIC,CLASSE C 4 SW,20900,2015,requis,Diesel,automatique,gris foncé metal,cuir/tissu noir,5,5,non,9 CV,170 ch,2,114 g/kmB,EURO6,Non,110000,6 mois,2,,,
3,Mercedes,E106127848,MERCEDES CLASSE B (2) 180 CDI DESIGN,CLASSE B,5990,2010,requis,Diesel,mécanique,noir,,5,5,non,6 CV,109 ch,3,139 g/kmC,EURO4,Non,195800,,,,,
4,Mercedes,E105724210,MERCEDES CLASSE A IV 180 D STYLE LINE 7G-DCT,CLASSE A 4,24980,2018,non requis,Diesel,automatique,rouge,noir,5,5,non,6 CV,116 ch,2,107 g/kmB,EURO6,Non,17690,,,en cours,,
5,Mercedes,E106043353,MERCEDES CLASSE S VII 500 35CV EXECUTIVE 4MATIC 9G-TRONIC,CLASSE S 7,84990,2017,non requis,Essence,automatique,noir,,4,5,non,35 CV,455 ch,1,207 g/kmF,EURO6,Non,10440,,,,,
6,Mercedes,W101718255,MERCEDES SL 500 32S BVA,SL,15490,1995,requis,Essence,automatique,bleu metal,cuir gris,2,2,non,32 CV,319 ch,,340 g/kmG,EURO1,Non,182585,3 mois,6,,,
7,Mercedes,W101692445,MERCEDES CLASSE C IV CABRIOLET 200 SPORTLINE 9G-TRONIC,CLASSE C 4 CABRIOLET,35950,2016,non requis,Essence,automatique,blanc nacre,cuir/alcantara noir,2,4,non,10 CV,184 ch,1,150 g/kmD,EURO6,Non,51900,20 mois,2,,,
8,Mercedes,W101691178,MERCEDES GLA 200 CDI BUSINESS EXECUTIVE,GLA,16900,2014,requis,Diesel,mécanique,gris clair metal,cuir/tissu noir,5,5,non,7 CV,136 ch,2,114 g/kmB,EURO6,Non,147000,6 mois,2,,,
9,Mercedes,E106278640,MERCEDES CLASSE E IV (2) 300 BLUETEC EXECUTIVE,CLASSE E 4,19990,2013,requis,Diesel,automatique,noir,,5,5,non,13 CV,231 ch,2,157 g/kmD,EURO6,Non,105500,,,,,
10,Mercedes,E106127849,MERCEDES CLASSE C III (2) SW 220 CDI BLUEEFFICIENCY SPORTLINE 7G-TRONIC,CLASSE C 3 SW,13990,2012,requis,Diesel,automatique,noir,,5,5,non,9 CV,170 ch,2,135 g/kmC,EURO5,Non,172900,,,,,
11,Mercedes,E105921240,MERCEDES GLE COUPE 350 D SPORTLINE 4MATIC,GLE COUPE,48480,2016,non requis,Diesel,automatique,gris foncé,,5,5,oui,16 CV,259 ch,2,187 g/kmE,EURO6,Non,66590,6 mois,1,,,
12,Mercedes,E105724208,MERCEDES CLASSE A IV 180 D STYLE LINE 7G-DCT,CLASSE A 4,25890,2019,non requis,Diesel,automatique,noir,noir,5,5,non,6 CV,116 ch,2,107 g/kmB,EURO6,Non,14990,,,en cours,,
13,Mercedes,E106102055,MERCEDES CLASSE C IV (2) CABRIOLET 200 AMG LINE,CLASSE C 4 CABRIOLET,39390,2019,non requis,Hybride essence électrique,automatique,noir,,2,4,non,10 CV, ch,1,154 g/kmD,EURO6,Non,9146,24 mois,,en cours,,
14,Mercedes,W101690900,MERCEDES CLA (2) SHOOTING BRAKE 220 D SENSATION 7G-DCT,CLA SHOOTING BRAKE,29900,2017,non requis,Diesel,automatique,bleu metal,cuir noir,5,5,non,9 CV,177 ch,2,108 g/kmB,EURO6,Non,22000,6 mois,4,,,
15,Mercedes,E106324638,MERCEDES CLASSE M 63 AMG 557CV PACK PERFORMANCE,CLASSE M 3 AMG,39990,2012,requis,Essence,automatique,gris,noir,5,,non,48 CV,0 ch,,276 g/kmG,,Non,144900,,,,,Européen
16,Mercedes,W101685574,MERCEDES CLASSE G III 63 AMG LONG 7G-TRONIC SPEEDSHIFT PLUS AMG,CLASSE G 3 AMG,94900,2012,requis,Essence,automatique,blanc nacre,cuir noir,5,5,non,47 CV,544 ch,1,322 g/kmG,EURO5,Non,49000,12 mois,,,,
1,Nissan,E106245762,NISSAN QASHQAI II 1.2 DIG-T 115 CONNECT EDITION XTRONIC,QASHQAI 2,15990,2016,non requis,Essence,automatique,gris,,5,5,non,6 CV,115 ch,1,129 g/kmC,EURO6,Non,47900,,,,,
2,Nissan,W101685171,NISSAN X-TRAIL III 2.0 DCI 177 TEKNA XTRONIC,X-TRAIL 3,22490,2017,non requis,Diesel,automatique,blanc verni,cuir noir,5,5,oui,10 CV,177 ch,2,152 g/kmD,EURO6,Non,37250,3 mois,1,en cours,,
3,Nissan,E106105046,NISSAN QASHQAI II (2) 1.3 DIG-T 140 N-CONNECTA,QASHQAI 2,20370,2019,non requis,Essence,mécanique,blanc,,5,5,oui,7 CV,140 ch,1,124 g/kmC,EURO6,Non,10,28 mois,,en cours,,
4,Nissan,W101711793,NISSAN JUKE (2) 1.5 DCI 110 TEKNA,JUKE,12990,2016,non requis,Diesel,mécanique,noir metal,cuir noir,5,5,oui,5 CV,110 ch,2,104 g/kmB,EURO6,Non,64700,6 mois,1,,,
5,Nissan,E106267890,NISSAN MICRA V 1.5 DCI 90 N-CONNECTA,MICRA 5,11590,2017,non requis,Diesel,mécanique,bleu,,5,5,oui,4 CV,90 ch,2,92 g/kmA,EURO6,Non,40816,6 mois,,,,
6,Nissan,W101650902,NISSAN QASHQAI II (2) 1.3 DIG-T 140 ACENTA,QASHQAI 2,18490,2018,non requis,Essence,mécanique,gris clair metal,cuir/tissu noir,5,5,oui,7 CV,140 ch,1,124 g/kmC,EURO6,Non,12000,14 mois,2,en cours,,
7,Nissan,E106267889,NISSAN X-TRAIL III 1.6 DCI 130 ALL-MODE 4X4-I TEKNA 7PL,X-TRAIL 3,18900,2016,non requis,Diesel,mécanique,blanc,,5,7,oui,7 CV,131 ch,2,143 g/kmD,EURO6,Non,64723,,,,,
8,Nissan,E105789917,NISSAN NOTE II 1.5 DCI 90 N-CONNECTA FAMILY,NOTE 2,12390,2017,non requis,Diesel,mécanique,noir,,5,5,non,4 CV,90 ch,2,93 g/kmA,EURO6,Non,31264,,,,,
9,Nissan,E105789957,NISSAN JUKE (2) 1.2 DIG-T 115 N-VISION,JUKE,12900,2016,non requis,Essence,mécanique,noir,,5,5,non,6 CV,116 ch,1,130 g/kmC,EURO6,Non,66722,12 mois,,,,
10,Nissan,W101654708,NISSAN JUKE (2) 1.5 DCI 110 N-CONNECTA,JUKE,12950,2016,non requis,Diesel,mécanique,noir nacre,velours gris,5,5,non,5 CV,110 ch,2,104 g/kmB,EURO6,Non,68366,3 mois,2,,,
11,Nissan,W101718714,NISSAN JUKE 1.5 DCI 110 FAP DEEZER,JUKE,8970,2012,requis,Diesel,mécanique,noir metal,cuir noir,5,5,non,6 CV,110 ch,2,129 g/kmC,EURO5,Non,135500,12 mois,3,,,
12,Nissan,E106267894,NISSAN JUKE (2) 1.5 DCI 110 TEKNA,JUKE,13950,2017,non requis,Diesel,mécanique,gris foncé,,5,5,oui,5 CV,110 ch,2,107 g/kmB,EURO6,Non,69461,6 mois,,en cours,,
13,Nissan,E105937206,NISSAN X-TRAIL III 1.6 DCI 130 N-CONNECTA 7PL,X-TRAIL 3,20490,2017,non requis,Diesel,mécanique,Gris,,5,7,oui,7 CV,131 ch,2,133 g/kmC,EURO6,Non,38001,6 mois,2,,Renault Garantie PRIX FUTE,
14,Nissan,E105843565,NISSAN QASHQAI II (2) 1.2 DIG-T 115 N-CONNECTA,QASHQAI 2,18490,2018,non requis,Essence,mécanique,noir,,5,5,oui,6 CV,116 ch,1,129 g/kmC,EURO6,Non,15579,,1,en cours,,
15,Nissan,E106336306,NISSAN QASHQAI II (2) 1.3 DIG-T 160 TEKNA DCT7,QASHQAI 2,26990,2019,non requis,Essence,automatique,Gris Foncé Métal,,5,5,oui,8 CV,160 ch,1,125 g/kmC,EURO6,Non,10,,,en cours,,
16,Nissan,E106040285,NISSAN QASHQAI (2) 1.6 DCI 130 STOP/START 360,QASHQAI,10990,2013,requis,Diesel,mécanique,gris,,5,5,non,7 CV,130 ch,2,119 g/kmB,EURO5,Non,106900,6 mois,,,,
1,Nissan,W101592117,NISSAN GT-R (2) 3.8 V6 600 NISMO 4WD,GT-R,125900,2015,non requis,Essence,automatique,noir metal,cuir/alcantara noir,2,4,non,53 CV,600 ch,1,275 g/kmG,EURO5,Non,25000,,,,,
2,Nissan,E105989962,NISSAN X-TRAIL III 1.6 DCI 130 ACENTA,X-TRAIL 3,14450,2015,non requis,Diesel,mécanique,Gris,,5,5,oui,7 CV,131 ch,2,129 g/kmC,EURO5,Non,76113,6 mois,2,,Renault Garantie PRIX FUTE,
3,Nissan,E105525141,NISSAN MICRA V 0.9 IG-T 90 5CV N-CONNECTA,MICRA 5,14890,2018,non requis,Essence,mécanique,GRIS ALU,,5,5,non,5 CV,90 ch,1,118 g/kmB,EURO6,Non,3450,12 mois,,en cours,Occasions du Lion PREMIUM,
4,Nissan,E106298149,NISSAN QASHQAI II 1.5 DCI 110 CONNECT EDITION,QASHQAI 2,16789,2016,non requis,Diesel,mécanique,gris,,5,5,non,5 CV,110 ch,2,103 g/kmB,EURO6,Non,42786,12 mois,2,,CITROEN select,
5,Nissan,E105997968,NISSAN QASHQAI II (2) 1.2 DIG-T 115 N-CONNECTA + LED,QASHQAI 2,19470,2018,non requis,Essence,mécanique,NOIR METAL,NOIR,5,,oui,6 CV,0 ch,,129 g/kmC,,Non,60,17 mois,,,,Européen
6,Nissan,E106336304,NISSAN MICRA V 1.0 IG-T 100 TEKNA XTRONIC,MICRA 5,17990,2019,non requis,Essence,automatique,Rouge Métal,,5,5,oui,5 CV,100 ch,1,108 g/kmB,EURO6,Oui,115,,,en cours,,
7,Nissan,E105126626,NISSAN QASHQAI II (2) 1.3 DIG-T 140 N-CONNECTA,QASHQAI 2,19980,2018,non requis,Essence,mécanique,blanc,,5,5,oui,7 CV,140 ch,1,124 g/kmC,EURO6,Non,21787,36 mois,,,,
8,Nissan,E106336289,NISSAN QASHQAI II (2) 1.5 DCI 115 TEKNA,QASHQAI 2,25890,2019,non requis,Diesel,mécanique,Gris Clair Métal,,5,5,non,6 CV,115 ch,2,105 g/kmB,EURO6,Oui,10,,,en cours,,
9,Nissan,E106061973,NISSAN LEAF (2) 109HP ACENTA 24KWH,LEAF,13990,2016,non requis,Electrique,automatique,Blanc,,5,5,oui,3 CV,109 ch,0,0 g/kmA,EURO6,Oui,26292,12 mois,,,Nissan club occasions,
10,Nissan,E106300566,NISSAN JUKE (2) 1.2 DIG-T 115 CONNECT EDITION,JUKE,11780,2015,non requis,Essence,mécanique,jaune,,5,5,non,6 CV,115 ch,1,126 g/kmC,EURO6,Non,52500,,,,,
11,Nissan,E106220571,NISSAN QASHQAI II 1.5 DCI 110 CONNECT EDITION,QASHQAI 2,13490,2014,requis,Diesel,mécanique,Blanc Métal,,5,5,non,5 CV,110 ch,2,99 g/kmA,EURO5,Non,87331,12 mois,,,Nissan club occasions,
12,Nissan,W101658048,NISSAN X-TRAIL III 1.6 DCI 130 TEKNA 7PL,X-TRAIL 3,19900,2017,non requis,Diesel,mécanique,blanc opaque (verni sans reflet),tissu noir,5,7,oui,7 CV,130 ch,2,133 g/kmC,EURO6,Non,66111,12 mois,,en cours,CITROEN select,
13,Nissan,E105656371,NISSAN QASHQAI II (2) 1.2 DIG-T 115 TEKNA+,QASHQAI 2,21090,2018,non requis,Essence,mécanique,gris,,5,5,oui,6 CV,116 ch,1,129 g/kmC,EURO6,Non,11576,,1,en cours,,
14,Nissan,E106165276,NISSAN QASHQAI II (2) 1.2 DIG-T 115 N-CONNECTA,QASHQAI 2,17700,2017,non requis,Essence,mécanique,noir,,5,5,oui,6 CV,116 ch,1,129 g/kmC,EURO6,Non,9657,12 mois,1,en cours,CITROEN select,
15,Nissan,E105735877,NISSAN X-TRAIL III 1.6 DCI 130 ALL-MODE TEKNA,X-TRAIL 3,20990,2016,non requis,Diesel,mécanique,Gris Foncé Métal,,5,5,oui,7 CV,130 ch,2,139 g/kmC,EURO5,Non,52161,12 mois,,,Nissan club occasions,
16,Nissan,E106039866,NISSAN QASHQAI II (2) 1.3 DIG-T 140 TEKNA+,QASHQAI 2,22590,2019,non requis,Essence,mécanique,gris,,5,5,oui,7 CV,140 ch,1,124 g/kmC,EURO6,Non,9378,,1,en cours,,
1,Opel,E105717725,OPEL INSIGNIA (2) 1.6 CDTI 136 ECOFLEX INNOVATION,INSIGNIA,18390,2017,non requis,Diesel,mécanique,gris clair,,5,5,non,7 CV,136 ch,2,113 g/kmB,EURO6,Non,26594,,,,,
2,Opel,W101701297,OPEL MOKKA 1.6 CDTI 136 4X2 ECOFLEX S/S COSMO PACK,MOKKA,10990,2015,non requis,Diesel,mécanique,gris metal,cuir gris,5,5,non,7 CV,136 ch,2,114 g/kmB,EURO6,Non,114800,6 mois,,,,
3,Opel,W101690080,OPEL GRANDLAND X 1.5 DIESEL 130 ELITE AUTOMATIQUE,GRANDLAND X,33490,2019,non requis,Diesel,automatique,noir metal,cuir/tissu noir,5,5,oui,6 CV,131 ch,2,98 g/kmA,EURO6,Oui,5000,20 mois,1,en cours,,
4,Opel,E106278667,OPEL CORSA V 1.4 90 EDITION 5P,CORSA 5,6990,2015,requis,Essence,mécanique,bleu,,5,5,non,5 CV,90 ch,1,128 g/kmC,EURO6,Non,95500,,,,,
5,Opel,E106000778,OPEL GRANDLAND X 1.6 HYBRID4 300 4WD ULTIMATE AUTOMATIQUE,GRANDLAND X,47500,2020,non requis,Hybride essence électrique,automatique,blanc,noir,5,5,non,9 CV, ch,1,33 g/kmA,EURO6,Oui,21,34 mois,,en cours,,
6,Opel,W101707501,OPEL COMBO LIFE 1.5 100 START/STOP L1H1 INNOVATION,COMBO LIFE,18990,2018,non requis,Diesel,mécanique,gris foncé metal,tissu marron,5,5,oui,5 CV,102 ch,2,105 g/kmB,EURO6,Non,29451,12 mois,2,en cours,Opel Sélection Select,
7,Opel,W101719351,OPEL INSIGNIA (2) 2.8 V6 TURBO 325 OPC 4P,INSIGNIA OPC,24990,2012,requis,Essence,mécanique,bleu verni,cuir noir,4,5,non,23 CV,325 ch,1,249 g/kmF,EURO5,Non,58000,3 mois,,,,
8,Opel,W101690113,OPEL GRANDLAND X 1.5 DIESEL 130 DESIGN LINE,GRANDLAND X,27990,2019,non requis,Diesel,mécanique,gris foncé metal,cuir/tissu gris/bleu,5,5,oui,6 CV,131 ch,2,106 g/kmB,EURO6,Oui,7000,21 mois,1,en cours,,
9,Opel,E106182430,OPEL CROSSLAND X 1.2 TURBO 130 DESIGN 120 ANS AUTO,CROSSLAND X,24195,2020,non requis,Essence,automatique,gris,noir,5,5,non,6 CV,131 ch,1,108 g/kmB,EURO6,Oui,1,35 mois,,en cours,,
10,Opel,W101689311,OPEL MOKKA X 1.4 TURBO 140 INNOVATION 120 ANS,MOKKA X,21990,2019,non requis,Essence,mécanique,gris foncé metal,cuir/tissu noir,5,5,oui,8 CV,140 ch,1,147 g/kmD,EURO6,Non,100,18 mois,1,en cours,,
11,Opel,W101687116,OPEL GRANDLAND X 1.2 TURBO 130 INNOVATION AUTOMATIQUE,GRANDLAND X,20900,2018,non requis,Essence,automatique,blanc verni,tissu noir,5,5,oui,7 CV,131 ch,1,127 g/kmC,EURO6,Non,36000,12 mois,1,,,
12,Opel,E105655696,OPEL CORSA VI 1.2 TURBO 130 GS LINE AUTO 5P,CORSA 6,23790,2019,non requis,Essence,automatique,orange,noir,5,5,non,6 CV,131 ch,1,101 g/kmB,EURO6,Oui,10,44 mois,,en cours,,
13,Opel,W101689151,OPEL CORSA VI 1.2 TURBO 100 EDITION 5P,CORSA 6,18790,2019,non requis,Essence,mécanique,blanc verni,tissu gris/bleu,5,5,oui,5 CV,101 ch,1,96 g/kmA,EURO6,Oui,3000,21 mois,1,en cours,,
14,Opel,W101660089,OPEL ZAFIRA III (2) 1.6 CDTI 134 BLUEINJECTION ELITE,ZAFIRA 3,14990,2016,non requis,Diesel,mécanique,blanc verni,tissu gris/bleu,5,7,oui,7 CV,136 ch,2,109 g/kmB,EURO6,Non,76900,12 mois,2,,Opel Sélection Select,
15,Opel,E106063358,OPEL MOKKA 1.6 CDTI 136 4X2 ECOFLEX S/S COLOR EDITION,MOKKA,10300,2015,requis,Diesel,mécanique,blanc,,5,5,non,7 CV,136 ch,2,114 g/kmB,EURO6,Non,110757,3 mois,,,,
16,Opel,E105984073,OPEL MOKKA X 1.6 CDTI 136 4X2 COLOR EDITION,MOKKA X,14290,2016,non requis,Diesel,mécanique,gris,,5,5,non,7 CV,136 ch,2,114 g/kmB,EURO6,Non,54472,3 mois,,,,
1,Opel,E106063355,OPEL CORSA V 1.4 90 DESIGN 120 ANS 5P,CORSA 5,10900,2019,non requis,Essence,mécanique,gris,,5,5,non,5 CV,90 ch,1,127 g/kmC,EURO6,Non,14906,11 mois,,en cours,,
2,Opel,E106063359,OPEL CORSA V 1.4 90 DESIGN 120 ANS 5P,CORSA 5,10800,2019,non requis,Essence,mécanique,gris,,5,5,non,5 CV,90 ch,1,127 g/kmC,EURO6,Non,23664,11 mois,,en cours,,
3,Opel,W101689268,OPEL MOKKA X 1.6 DIESEL 136 4X2 8CV INNOVATION,MOKKA X,21990,2019,non requis,Diesel,mécanique,blanc verni,cuir/tissu blanc,5,5,oui,7 CV,136 ch,2,127 g/kmC,EURO6,Non,5000,20 mois,1,en cours,,
4,Opel,E106057179,OPEL CORSA VI 1.2 TURBO 100 ELEGANCE 5P,CORSA 6,21000,2020,non requis,Essence,mécanique,noir,,5,5,non,5 CV,101 ch,1,96 g/kmA,EURO6,Oui,2,34 mois,,en cours,,
5,Opel,E105500854,OPEL GRANDLAND X 1.2 TURBO 130 DESIGN LINE,GRANDLAND X,27190,2019,non requis,Essence,mécanique,noir,noir,5,5,non,7 CV,131 ch,1,118 g/kmB,EURO6,Oui,1,31 mois,,en cours,,
6,Opel,W101689088,OPEL GRANDLAND X 1.2 TURBO 130 DESIGN LINE,GRANDLAND X,25990,2019,non requis,Essence,mécanique,blanc nacre,cuir/tissu blanc,5,5,oui,7 CV,131 ch,1,113 g/kmB,EURO6,Oui,1000,21 mois,1,en cours,,
7,Opel,W101689028,OPEL ASTRA V (2) 1.5 DIESEL 122 ULTIMATE AUTOMATIQUE,ASTRA 5,30490,2019,non requis,Diesel,automatique,noir metal,alcantara noir,5,5,oui,6 CV,122 ch,2,111 g/kmB,EURO6,Oui,5000,20 mois,1,en cours,,
8,Opel,W101706641,OPEL CORSA V 1.4 90 EDITION 5P,CORSA 5,7500,2015,non requis,Essence,mécanique,gris foncé metal,tissu noir,5,5,oui,5 CV,90 ch,1,120 g/kmB,EURO6,Non,91279,6 mois,2,,,
9,Opel,W101698766,OPEL ZAFIRA II (2) 1.9 CDTI 150 FAP COSMO PACK BVA6,ZAFIRA 2,5995,2010,requis,Diesel,automatique,foncé metal,cuir/tissu noir,5,7,oui,9 CV,150 ch,3,191 g/kmE,EURO4,Non,130000,3 mois,,,,
10,Opel,E106210343,OPEL INSIGNIA (2) SPORTS TOURER 1.6 CDTI 136 ELITE AUTO,INSIGNIA SPORTS TOURER,20900,2018,non requis,Diesel,automatique,gris clair,anthracite,5,5,non,7 CV,136 ch,2,137 g/kmC,EURO6,Non,35818,,,,,
11,Opel,E106032051,OPEL INSIGNIA II 1.6 DIESEL 136 7CV ELITE AUTOMATIQUE,INSIGNIA 2 GRAND SPORT,19900,2017,non requis,Diesel,automatique,bleu,,5,5,non,7 CV,136 ch,2,134 g/kmC,EURO6,Non,40592,3 mois,,,,
12,Opel,E106149355,OPEL MOKKA 1.6 CDTI 110 4X2 ECOFLEX S/S BUSINESS CONNECT,MOKKA,14000,2017,non requis,Diesel,mécanique,argent,anthracite,5,5,non,5 CV,110 ch,2,103 g/kmB,EURO6,Non,43137,3 mois,,,,
13,Opel,E106063356,OPEL CORSA V 1.3 CDTI 75 EDITION 5P,CORSA 5,8800,2016,non requis,Diesel,mécanique,blanc,noir,5,5,non,4 CV,75 ch,2,101 g/kmB,EURO6,Non,85405,3 mois,,,,
14,Opel,W101719406,OPEL ASTRA V 1.6 CDTI 136 INNOVATION AUTO,ASTRA 5,15290,2016,non requis,Diesel,automatique,blanc verni,cuir noir,5,5,oui,7 CV,136 ch,2,119 g/kmB,EURO6,Non,78900,9 mois,1,,,
15,Opel,E106267735,OPEL MOKKA 1.6 CDTI 136 4X2 ECOFLEX S/S COSMO PACK,MOKKA,14690,2016,non requis,Diesel,mécanique,gris anthracite,,5,5,non,7 CV,136 ch,2,114 g/kmB,EURO6,Non,58051,12 mois,,,,
16,Opel,E105330732,OPEL CORSA V 1.4 90 EDITION 5P,CORSA 5,10690,2018,non requis,Essence,mécanique,noir,noir,5,5,non,5 CV,90 ch,1,127 g/kmC,EURO6,Non,23925,,,en cours,,
1,Peugeot,W101719300,PEUGEOT 3008 II 2.0 BLUEHDI 180 S&S GT EAT8,3008 (2E GENERATION),30000,2018,non requis,Diesel,automatique,gris foncé metal,cuir/alcantara noir,5,5,oui,9 CV,177 ch,2,124 g/kmC,EURO6,Non,16900,12 mois,2,,,
2,Peugeot,E106139834,PEUGEOT 208 (2) 1.6 BLUEHDI 100 ACTIVE 5P,208,10990,2016,non requis,Diesel,mécanique,noir,,5,5,non,5 CV,100 ch,2,90 g/kmA,EURO6,Non,68613,12 mois,,,,
3,Peugeot,E106139832,PEUGEOT 208 (2) 1.2 PURETECH 82 S&S ACTIVE 5P,208,10490,2016,non requis,Essence,mécanique,noir,,5,5,non,4 CV,82 ch,1,104 g/kmB,EURO6,Oui,39160,12 mois,,,,
4,Peugeot,E106127580,PEUGEOT 508 II 2.0 BLUEHDI 160 S&S ALLURE EAT8,508 (2E GENERATION),28990,2019,non requis,Diesel,automatique,blanc,,5,5,non,8 CV,160 ch,2,118 g/kmB,EURO6,Non,27160,12 mois,,en cours,,
5,Peugeot,E106139833,PEUGEOT 208 (2) 1.6 BLUEHDI 100 ACTIVE 5P,208,10990,2016,non requis,Diesel,mécanique,noir,,5,5,non,5 CV,100 ch,2,90 g/kmA,EURO6,Non,68058,12 mois,,,,
6,Peugeot,E106119673,PEUGEOT 508 II 2.0 BLUEHDI 160 S&S ALLURE EAT8,508 (2E GENERATION),29490,2019,non requis,Diesel,automatique,gris clair,,5,5,non,8 CV,160 ch,2,118 g/kmB,EURO6,Non,25732,12 mois,,en cours,,
7,Peugeot,E106215526,PEUGEOT 208 (2) 1.6 BLUEHDI 100 ACTIVE 5P,208,10990,2016,non requis,Diesel,mécanique,noir,,5,5,non,5 CV,100 ch,2,90 g/kmA,EURO6,Non,59488,12 mois,,,,
8,Peugeot,E105694390,PEUGEOT 2008 (2) 1.2 PURETECH 130 S&S 7CV ALLURE,2008,16990,2018,non requis,Essence,mécanique,gris foncé,,5,5,non,7 CV,130 ch,1,110 g/kmB,EURO6,Oui,18393,,,,,
9,Peugeot,E106119672,PEUGEOT 508 II 2.0 BLUEHDI 160 S&S ALLURE EAT8,508 (2E GENERATION),28990,2019,non requis,Diesel,automatique,gris foncé,,5,5,non,8 CV,160 ch,2,118 g/kmB,EURO6,Non,27206,12 mois,,en cours,,
10,Peugeot,E105789922,PEUGEOT 308 II (2) SW 2.0 BLUEHDI 150 S&S ALLURE BUSINESS EAT6,308 (2E GENERATION) SW,14390,2015,non requis,Diesel,automatique,gris clair,,5,5,non,7 CV,150 ch,2,109 g/kmB,EURO6,Non,67172,12 mois,,,,
11,Peugeot,E106245314,PEUGEOT 2008 (2) PURETECH 110 S&S ALLURE EAT6,2008,16690,2019,non requis,Essence,automatique,blanc,,5,5,non,6 CV,110 ch,1,114 g/kmB,EURO6,Oui,27318,,,en cours,,
12,Peugeot,E106278670,PEUGEOT 2008 (2) 1.2 PURETECH 130 S&S CROSSWAY,2008,14990,2017,non requis,Essence,mécanique,gris,,5,5,non,7 CV,130 ch,1,110 g/kmB,EURO6,Oui,27300,,,,,
